k,destRegion,originRegion,migrations,originPop,destPop
5.13E-05,SpanishSouthAmerica,Portugal,54718,10573100,198246902
4.51E-06,SpanishSouthAmerica,USA,87777,309413317,198246902
1.91E-07,SpanishSouthAmerica,SouthernAfrica,887,58410862.36,198246902
3.68E-06,SpanishSouthAmerica,ArabicMiddleEast,33773,129306537,198246902
3.19E-08,SpanishSouthAmerica,IndianSubcontinent,2552,1601926753,198246902
1.37E-07,SpanishSouthAmerica,TurkishMiddleEast,1033,103089615,198246902
1.43E-07,SpanishSouthAmerica,Angola,301,23369131,198246902
4.62E-07,SpanishSouthAmerica,ChineseAsia,31887,1347978819,198246902
2.67E-06,SpanishSouthAmerica,NordicCountries,7390,32071316,198246902
7.39E-06,SpanishSouthAmerica,GermanEurope,61171,114616640,198246902
1.17E-06,SpanishSouthAmerica,BalkanPeninsula,2838,27436867,198246902
4.15E-08,SpanishSouthAmerica,FrenchWestAfrica,795,304167444,198246902
4.60E-06,SpanishSouthAmerica,CentralAmerica,50903,160556595,198246902
1.53E-06,SpanishSouthAmerica,Japan,13949,128070000,198246902
4.78E-08,SpanishSouthAmerica,SoutheastAsia,1633,595790239,198246902
5.45E-05,SpanishSouthAmerica,ItalianEurope,282713,66608219,198246902
1.08E-07,SpanishSouthAmerica,PersianMiddleEast,815,103370678,198246902
0.000174871,SpanishSouthAmerica,SpanishSouthAmerica,2319053,198246902,198246902
1.42E-08,SpanishSouthAmerica,ArabicWestAfrica,6,3609543,198246902
1.57E-07,SpanishSouthAmerica,RussianAsia,695,55419091,198246902
1.34E-05,SpanishSouthAmerica,Brazil,177175,196796269,198246902
2.33E-07,SpanishSouthAmerica,Melanesia,216,8982274,198246902
1.44E-06,SpanishSouthAmerica,AustrailiaNewZealand,3373,26382450,198246902
2.14E-08,SpanishSouthAmerica,EastAfrica,421,312744208,198246902
5.10E-06,SpanishSouthAmerica,FrenchEurope,29780,76430051,198246902
1.86E-06,SpanishSouthAmerica,EasternEurope,34634,293323902,198246902
4.13E-08,SpanishSouthAmerica,MiddleAfrica,325,107982268,198246902
2.82E-06,SpanishSouthAmerica,Korea,16080,74145711,198246902
3.76E-06,SpanishSouthAmerica,FrenchEurpoe,31,37094,198246902
6.77E-05,SpanishSouthAmerica,Spain,258465,46576897,198246902
1.83E-06,SpanishSouthAmerica,BritishIsles,9613,67406592,198246902
1.39E-05,SpanishSouthAmerica,Caribbean,47563,40878080,198246902
4.41E-06,SpanishSouthAmerica,Canada,12842,34005274,198246902
2.27E-08,SpanishSouthAmerica,Madagascar,44,21151640,198246902
7.54E-09,SpanishSouthAmerica,Somalia,9,12053223,198246902
1.68E-07,SpanishSouthAmerica,NorthAfrica,2278,203829916,198246902
9.92E-08,SpanishSouthAmerica,Tajikistan,80,7641630,198246902
0,Tajikistan,Portugal,0,10573100,7641630
0,Tajikistan,USA,0,309413317,7641630
0,Tajikistan,SoutheastAsia,0,595790239,7641630
0,Tajikistan,Somalia,0,12053223,7641630
0,Tajikistan,Japan,0,128070000,7641630
1.52E-05,Tajikistan,RussianAsia,20824,55419091,7641630
0,Tajikistan,ItalianEurope,0,66608219,7641630
0,Tajikistan,NordicCountries,0,32071316,7641630
3.33E-05,Tajikistan,EasternEurope,191754,293323902,7641630
0,Tajikistan,ArabicWestAfrica,0,3609543,7641630
0,Tajikistan,GermanEurope,0,114616640,7641630
0,Tajikistan,Canada,0,34005274,7641630
0,Tajikistan,FrenchWestAfrica,0,304167444,7641630
0,Tajikistan,TurkishMiddleEast,0,103089615,7641630
0,Tajikistan,SpanishSouthAmerica,0,198246902,7641630
2.42E-05,Tajikistan,PersianMiddleEast,56816,103370678,7641630
0,Tajikistan,Melanesia,0,8982274,7641630
0,Tajikistan,Spain,0,46576897,7641630
0,Tajikistan,ArabicMiddleEast,0,129306537,7641630
0,Tajikistan,FrenchEurope,0,76430051,7641630
0,Tajikistan,Caribbean,0,40878080,7641630
0,Tajikistan,BritishIsles,0,67406592,7641630
0,Tajikistan,Brazil,0,196796269,7641630
0,Tajikistan,EastAfrica,0,312744208,7641630
0,Tajikistan,BalkanPeninsula,0,27436867,7641630
0,Tajikistan,FrenchEurpoe,0,37094,7641630
0,Tajikistan,CentralAmerica,0,160556595,7641630
0,Tajikistan,MiddleAfrica,0,107982268,7641630
0,Tajikistan,Tajikistan,0,7641630,7641630
0,Tajikistan,SouthernAfrica,0,58410862.36,7641630
0,Tajikistan,AustrailiaNewZealand,0,26382450,7641630
0,Tajikistan,Korea,0,74145711,7641630
0,Tajikistan,IndianSubcontinent,0,1601926753,7641630
0,Tajikistan,NorthAfrica,0,203829916,7641630
0,Tajikistan,Angola,0,23369131,7641630
0,Tajikistan,ChineseAsia,0,1347978819,7641630
0,Tajikistan,Madagascar,0,21151640,7641630
6.09E-08,TurkishMiddleEast,SoutheastAsia,1643,595790239,103089615
1.22E-07,TurkishMiddleEast,SouthernAfrica,446,58410862.36,103089615
1.36E-07,TurkishMiddleEast,Korea,610,74145711,103089615
3.70E-08,TurkishMiddleEast,Brazil,385,196796269,103089615
1.96E-06,TurkishMiddleEast,AustrailiaNewZealand,3617,26382450,103089615
1.01E-06,TurkishMiddleEast,USA,15469,309413317,103089615
4.49E-07,TurkishMiddleEast,Spain,1355,46576897,103089615
4.69E-07,TurkishMiddleEast,Tajikistan,299,7641630,103089615
5.34E-06,TurkishMiddleEast,RussianAsia,18700,55419091,103089615
5.67E-06,TurkishMiddleEast,PersianMiddleEast,33951,103370678,103089615
5.46E-05,TurkishMiddleEast,BalkanPeninsula,104527,27436867,103089615
4.07E-05,TurkishMiddleEast,EasternEurope,598066,293323902,103089615
3.12E-07,TurkishMiddleEast,Japan,2244,128070000,103089615
1.23E-08,TurkishMiddleEast,Melanesia,9,8982274,103089615
2.97E-08,TurkishMiddleEast,Somalia,28,12053223,103089615
5.48E-05,TurkishMiddleEast,GermanEurope,358822,114616640,103089615
1.34E-08,TurkishMiddleEast,MiddleAfrica,83,107982268,103089615
6.03E-06,TurkishMiddleEast,FrenchEurope,27835,76430051,103089615
1.54E-05,TurkishMiddleEast,ArabicMiddleEast,112044,129306537,103089615
2.99E-07,TurkishMiddleEast,Portugal,252,10573100,103089615
3.91E-08,TurkishMiddleEast,EastAfrica,607,312744208,103089615
5.00E-08,TurkishMiddleEast,IndianSubcontinent,3159,1601926753,103089615
6.95E-07,TurkishMiddleEast,Canada,1599,34005274,103089615
1.74E-06,TurkishMiddleEast,ItalianEurope,7148,66608219,103089615
6.54E-10,TurkishMiddleEast,Madagascar,1,21151640,103089615
5.50E-06,TurkishMiddleEast,BritishIsles,22775,67406592,103089615
3.57E-08,TurkishMiddleEast,ChineseAsia,1946,1347978819,103089615
4.20E-08,TurkishMiddleEast,FrenchWestAfrica,636,304167444,103089615
7.38E-06,TurkishMiddleEast,NordicCountries,16151,32071316,103089615
1.20E-09,TurkishMiddleEast,Angola,2,23369131,103089615
4.40E-08,TurkishMiddleEast,SpanishSouthAmerica,461,198246902,103089615
9.20E-07,TurkishMiddleEast,FrenchEurpoe,6,37094,103089615
4.49E-08,TurkishMiddleEast,ArabicWestAfrica,15,3609543,103089615
1.77E-06,TurkishMiddleEast,TurkishMiddleEast,10547,103089615,103089615
5.08E-08,TurkishMiddleEast,Caribbean,137,40878080,103089615
3.25E-08,TurkishMiddleEast,CentralAmerica,284,160556595,103089615
1.01E-06,TurkishMiddleEast,NorthAfrica,10808,203829916,103089615
6.58E-07,USA,Madagascar,1496,21151640,309413317
3.53E-05,USA,AustrailiaNewZealand,97021,26382450,309413317
0.000200663,USA,Korea,1340714,74145711,309413317
5.58E-06,USA,ArabicWestAfrica,2769,3609543,309413317
1.34E-05,USA,EastAfrica,309301,312744208,309413317
2.37E-05,USA,TurkishMiddleEast,210226,103089615,309413317
2.42E-05,USA,ChineseAsia,1962475,1347978819,309413317
4.04E-05,USA,Melanesia,43914,8982274,309413317
9.15E-05,USA,SoutheastAsia,3670576,595790239,309413317
4.65E-05,USA,PersianMiddleEast,413591,103370678,309413317
2.90E-05,USA,FrenchEurope,198681,76430051,309413317
0.000142771,USA,Portugal,178668,10573100,309413317
7.16E-06,USA,RussianAsia,37256,55419091,309413317
0.000137124,USA,BritishIsles,844098,67406592,309413317
3.18E-05,USA,Japan,340393,128070000,309413317
6.09E-05,USA,NordicCountries,197961,32071316,309413317
2.31E-05,USA,IndianSubcontinent,2165641,1601926753,309413317
0.001111972,USA,CentralAmerica,14438696,160556595,309413317
5.09E-07,USA,USA,11625,309413317,309413317
7.53E-05,USA,FrenchEurpoe,729,37094,309413317
2.28E-06,USA,Angola,5637,23369131,309413317
1.78E-05,USA,NorthAfrica,283122,203829916,309413317
8.50E-05,USA,GermanEurope,826299,114616640,309413317
4.59E-06,USA,MiddleAfrica,42351,107982268,309413317
2.19E-05,USA,Brazil,339141,196796269,309413317
3.75E-06,USA,Tajikistan,3545,7641630,309413317
8.70E-05,USA,ItalianEurope,530001,66608219,309413317
7.83E-05,USA,Somalia,109618,12053223,309413317
2.12E-05,USA,FrenchWestAfrica,477909,304167444,309413317
1.84E-05,USA,Spain,82440,46576897,309413317
0.000245151,USA,Canada,837833,34005274,309413317
0.001280489,USA,Caribbean,5126862,40878080,309413317
7.54E-05,USA,EasternEurope,1643031,293323902,309413317
1.57E-05,USA,SouthernAfrica,85431,58410862.36,309413317
0.000117971,USA,BalkanPeninsula,335226,27436867,309413317
0.000145885,USA,SpanishSouthAmerica,2270915,198246902,309413317
6.33E-05,USA,ArabicMiddleEast,682510,129306537,309413317
